"Town_Code","Town_Name","Pop_T","city_class"
801936,"Lailunga",8208,"Class_5"
801937,"Gharghoda",9455,"Class_5"
801938,"Kirodimalnagar",13102,"Class_4"
801939,"Raigarh",150019,"Class_1"
801940,"Pusaur",4744,"Class_6"
801941,"Kharsia",18939,"Class_4"
801942,"Sarangarh",14954,"Class_4"
801943,"Sariya",6927,"Class_5"
801944,"Baramkela",5600,"Class_5"
801945,"Katghora",22690,"Class_3"
801946,"Chhurikala",8239,"Class_5"
801947,"Dipka",27158,"Class_3"
801948,"Pali",5514,"Class_5"
801949,"Korba",365253,"Class_1"
801950,"Naila-Janjgir",40561,"Class_3"
801951,"Akaltara",22712,"Class_3"
801952,"Baloda",13630,"Class_4"
801953,"Nawagarh",8118,"Class_5"
801954,"Shivrinarayan",9707,"Class_5"
801955,"Champa",45256,"Class_3"
801956,"Saragaon",7216,"Class_5"
801957,"Sakti",21955,"Class_3"
801958,"Naya Baradwar",8793,"Class_5"
801959,"Rahaud",6160,"Class_5"
801960,"Kharod",10193,"Class_4"
801961,"Dabhra",7854,"Class_5"
801962,"Chandrapur",7688,"Class_5"
801963,"Adbhar",7272,"Class_5"
801964,"Jaijepur",7946,"Class_5"
801965,"Gaurella",18165,"Class_4"
801966,"Pendra",14120,"Class_4"
801967,"Lormi",15156,"Class_4"
801968,"Kota",18405,"Class_4"
801969,"Ratanpur",24636,"Class_3"
801970,"Mungeli",36450,"Class_3"
801971,"Pathariya",6349,"Class_5"
801972,"Sargaon",7484,"Class_5"
801973,"Takhatpur",19968,"Class_4"
801974,"Sakari",12861,"Class_4"
801975,"Bilaspur",365579,"Class_1"
801976,"Tifra",30465,"Class_3"
801977,"Sirgitti",18428,"Class_4"
801978,"Malhar",8505,"Class_5"
801979,"Bodri",17481,"Class_4"
801980,"Bilha",11048,"Class_4"
801981,"Kawardha",46657,"Class_3"
801982,"Pipariya",4859,"Class_6"
801983,"Bodla",5689,"Class_5"
801984,"Sahaspur-Lohara",7017,"Class_5"
801985,"Pandariya",16165,"Class_4"
801986,"Pandatarai",7008,"Class_5"
801987,"Gandai",13278,"Class_4"
801988,"Chhuikhadan",7093,"Class_5"
801989,"Khairagarh",22564,"Class_3"
801990,"Dongargarh",37372,"Class_3"
801991,"Rajnandgaon",163114,"Class_1"
801992,"Chhuriya",4509,"Class_6"
801993,"Dongargaon",14693,"Class_4"
801994,"Ambagarh Chowki",9889,"Class_5"
801995,"Nawagarh",10541,"Class_4"
801996,"Maro",6596,"Class_5"
801997,"Bemetara",28536,"Class_3"
801998,"Saja",5257,"Class_5"
801999,"Devkar",6358,"Class_5"
802000,"Parpondi",3741,"Class_6"
802001,"Than-Khamharia",8373,"Class_5"
802002,"Berla",5165,"Class_5"
802003,"Dhamdha",9961,"Class_5"
802004,"Ahiwara",20384,"Class_3"
802005,"Kumhari",35044,"Class_3"
802006,"Jamul",25878,"Class_3"
802007,"Bhilai Charoda",98008,"Class_2"
802008,"Bhilai Nagar",627734,"Class_1"
802009,"Durg",268806,"Class_1"
802010,"Utai",8752,"Class_5"
802011,"Patan",10133,"Class_4"
802012,"Arjunda",4851,"Class_6"
802013,"Gunderdehi",8614,"Class_5"
802014,"Daundi Lohara",6045,"Class_5"
802015,"Balod",23648,"Class_3"
802016,"Dalli-Rajhara",44363,"Class_3"
802017,"Chikhalakasa",6160,"Class_5"
802018,"Doundi",8042,"Class_5"
802019,"Gurur",3775,"Class_6"
802020,"Simga",16027,"Class_4"
802021,"Bhatapara",57537,"Class_2"
802022,"Baloda Bazar",26632,"Class_3"
802023,"Lawan",8984,"Class_5"
802024,"Palari",8567,"Class_5"
802025,"Tundra",8211,"Class_5"
802026,"Kasdol",14071,"Class_4"
802027,"Bhatgaon",10371,"Class_4"
802028,"Bilaigarh",5544,"Class_5"
802029,"Arang",19091,"Class_4"
802030,"Abhanpur",14432,"Class_4"
802031,"Gobra Nawapara",29315,"Class_3"
802032,"Koora",8857,"Class_5"
802033,"Birgaon",96294,"Class_2"
802034,"Raipur",1027264,"Million_Plus"
802035,"Mana-Camp",11953,"Class_4"
802036,"Fingeshwar",9752,"Class_5"
802037,"Rajim",14090,"Class_4"
802038,"Tilda Newra",36682,"Class_3"
802039,"Kharora",9236,"Class_5"
802040,"Gariyaband",10517,"Class_4"
802041,"Chhura",6095,"Class_5"
802042,"Basna",10345,"Class_4"
802043,"Saraipali",20043,"Class_3"
802044,"Tumgaon",7394,"Class_5"
802045,"Mahasamund",54413,"Class_2"
802046,"Pithora",8428,"Class_5"
802047,"Bagbahara",19529,"Class_4"
802048,"Bhakhara",7547,"Class_5"
802049,"Kurud",13783,"Class_4"
802050,"Magarlod",6280,"Class_5"
802051,"Aamadi",6600,"Class_5"
802052,"Dhamtari",101677,"Class_1"
802053,"Nagari",13308,"Class_4"
802054,"Charama",9707,"Class_5"
802055,"Bhanupratappur",8125,"Class_5"
802056,"Kanker",37442,"Class_3"
802057,"Narharpur",4509,"Class_6"
802058,"Antagarh",6777,"Class_5"
802059,"Pakhanjur",10201,"Class_4"
802060,"Keskal",11115,"Class_4"
802061,"Visrampuree",9641,"Class_5"
802062,"Kondagaon",30921,"Class_3"
802063,"Farasgaon",6306,"Class_5"
802064,"Jagdalpur",125463,"Class_1"
802065,"Bastar",10048,"Class_4"
802066,"Narayanpur",22106,"Class_3"
802067,"Dantewada",13633,"Class_4"
802068,"Bade Bacheli",21435,"Class_3"
802069,"Barsur",6636,"Class_5"
802070,"Geedam",7440,"Class_5"
802071,"Kirandul",18887,"Class_4"
802072,"Dornapal",7238,"Class_5"
802073,"Konta",7038,"Class_5"
802074,"Sukma",13926,"Class_4"
802075,"Bhopalpattanam",4445,"Class_6"
802076,"Bijapur",16129,"Class_4"
802077,"Bhairamgarh",9026,"Class_5"
802078,"Vijaypur",16964,"Class_4"
802079,"Sheopur",71951,"Class_2"
802080,"Badoda",18437,"Class_4"
802081,"Ambah",47177,"Class_3"
802082,"Porsa",39669,"Class_3"
802083,"Morena",200482,"Class_1"
802084,"Bamor",32838,"Class_3"
802085,"Joura",42153,"Class_3"
802086,"Kailaras",25920,"Class_3"
802087,"Jhundpura",9803,"Class_5"
802088,"Sabalgarh",40333,"Class_3"
802089,"Phuphkalan",12657,"Class_4"
802090,"Bhind",197585,"Class_1"
802091,"Akoda",12534,"Class_4"
802092,"Mehgaon",21335,"Class_3"
802093,"Gormi",20841,"Class_3"
802094,"Gohad",58939,"Class_2"
802095,"Mau",20147,"Class_3"
802096,"Mihona",16935,"Class_4"
802097,"Lahar",35674,"Class_3"
802098,"Alampur",10686,"Class_4"
802099,"Daboh",18097,"Class_4"
802100,"Gwalior",1054420,"Million_Plus"
802101,"Morar Cantt",48464,"Class_3"
802102,"Bilaua",12893,"Class_4"
802103,"Pichhore",12425,"Class_4"
802104,"Dabra",61277,"Class_2"
802105,"Bhitarwar",19096,"Class_4"
802106,"Antari",9949,"Class_5"
802107,"Seondha",23140,"Class_3"
802108,"Indergarh",23045,"Class_3"
802109,"Datia",100284,"Class_1"
802110,"Badoni",10309,"Class_4"
802111,"Bhander",25204,"Class_3"
802112,"Shivpuri",179977,"Class_1"
802113,"Narwar",19385,"Class_4"
802114,"Karera",28705,"Class_3"
802115,"Kolaras",19781,"Class_4"
802116,"Badarwas",13571,"Class_4"
802117,"Pichhore",18127,"Class_4"
802118,"Khaniyadhana",15877,"Class_4"
802119,"Tarichar Kalan",7674,"Class_5"
802120,"Niwari",23724,"Class_3"
802121,"Orchha",11511,"Class_4"
802122,"Jeron Khalsa",9426,"Class_5"
802123,"Prithvipur",26883,"Class_3"
802124,"Lidhora Khas",12974,"Class_4"
802125,"Jatara",17499,"Class_4"
802126,"Palera",17493,"Class_4"
802127,"Baldeogarh",9079,"Class_5"
802128,"Khargapur",14813,"Class_4"
802129,"Kari",10409,"Class_4"
802130,"Tikamgarh",79106,"Class_2"
802131,"Badagaon",9282,"Class_5"
802132,"Barigarh",8918,"Class_5"
802133,"Laundi",22002,"Class_3"
802134,"Chandla",12838,"Class_4"
802135,"Harpalpur",18529,"Class_4"
802136,"Nowgong",40580,"Class_3"
802137,"Garhi - Malhera",13625,"Class_4"
802138,"Maharajpur",23328,"Class_3"
802139,"Chhatarpur",142128,"Class_1"
802140,"Rajnagar",14253,"Class_4"
802141,"Khajuraho",24481,"Class_3"
802142,"Bada Malhera",18335,"Class_4"
802143,"Ghuwara",13301,"Class_4"
802144,"Satai",10592,"Class_4"
802145,"Bijawar",20513,"Class_3"
802146,"Buxwaha",10216,"Class_4"
802147,"Ajaigarh",16656,"Class_4"
802148,"Panna",59091,"Class_2"
802149,"Devendranagar",12785,"Class_4"
802150,"Kakarhati",8452,"Class_5"
802151,"Amanganj",13886,"Class_4"
802152,"Pawai",14465,"Class_4"
802153,"Bina- Etawa",64529,"Class_2"
802154,"Khurai",51108,"Class_2"
802155,"Banda",30923,"Class_3"
802156,"Shahgarh",16300,"Class_4"
802157,"Rahatgarh",31537,"Class_3"
802158,"Shahpur",13668,"Class_4"
802159,"Sagar",274556,"Class_1"
802160,"Sagar Cantt",40513,"Class_3"
802161,"Garhakota",32726,"Class_3"
802162,"Rehli",30329,"Class_3"
802163,"Deori",25632,"Class_3"
802164,"Hatta",32465,"Class_3"
802165,"Patharia",21026,"Class_3"
802166,"Hindoria",16001,"Class_4"
802167,"Damoh",139561,"Class_1"
802168,"Tendukheda",14399,"Class_4"
802169,"Kothi",8793,"Class_5"
802170,"Satna",282977,"Class_1"
802171,"Chitrakoot",23316,"Class_3"
802172,"Birsinghpur",14339,"Class_4"
802173,"Jaitwara",9685,"Class_5"
802174,"Nagod",22568,"Class_3"
802175,"Unchahara",18442,"Class_4"
802176,"Rampur Baghelan",13638,"Class_4"
802177,"Kotar",7520,"Class_5"
802178,"Amarpatan",19409,"Class_4"
802179,"Maihar",40192,"Class_3"
802180,"Chakghat",10678,"Class_4"
802181,"Teonthar",17039,"Class_4"
802182,"Sirmour",11878,"Class_4"
802183,"Baikunthpur",10282,"Class_4"
802184,"Mangawan",13700,"Class_4"
802185,"Semaria",13446,"Class_4"
802186,"Hanumana",16771,"Class_4"
802187,"Mauganj",26420,"Class_3"
802188,"Naigarhi",10404,"Class_4"
802189,"Rewa",235654,"Class_1"
802190,"Govindgarh",10547,"Class_4"
802191,"Gurh",14608,"Class_4"
802192,"Umaria",33114,"Class_3"
802193,"Chandia",15891,"Class_4"
802194,"Pali",22324,"Class_3"
802195,"Nowrozabad",21883,"Class_3"
802196,"Diken",7951,"Class_5"
802197,"Jawad",17129,"Class_4"
802198,"Singoli",9523,"Class_5"
802199,"Ratangarh",7994,"Class_5"
802200,"Neemuch",128561,"Class_1"
802201,"Jiran",11518,"Class_4"
802202,"Rampura",18364,"Class_4"
802203,"Manasa",26551,"Class_3"
802204,"Kukdeshwar",11956,"Class_4"
802205,"Bhanpura",21013,"Class_3"
802206,"Malhargarh",8332,"Class_5"
802207,"Narayangarh",10191,"Class_4"
802208,"Piplya Mandi",15070,"Class_4"
802209,"Garoth",15122,"Class_4"
802210,"Shamgarh",24637,"Class_3"
802211,"Mandsaur",141667,"Class_1"
802212,"Nagri",7034,"Class_5"
802213,"Sitamau",14056,"Class_4"
802214,"Suwasara",13304,"Class_4"
802215,"Piploda",8294,"Class_5"
802216,"Jaora",74907,"Class_2"
802217,"Badawada",8700,"Class_5"
802218,"Alot",24115,"Class_3"
802219,"Tal",14913,"Class_4"
802220,"Sailana",11989,"Class_4"
802221,"Namli",9774,"Class_5"
802222,"Ratlam",264914,"Class_1"
802223,"Dhamnod",8341,"Class_5"
802224,"Khacharod",34191,"Class_3"
802225,"Nagda",100039,"Class_1"
802226,"Unhel",14774,"Class_4"
802227,"Mahidpur",34362,"Class_3"
802228,"Tarana",24908,"Class_3"
802229,"Makdon",11678,"Class_4"
802230,"Ujjain",515215,"Class_1"
802231,"Badnagar",36438,"Class_3"
802232,"Soyatkalan",14781,"Class_4"
802233,"Susner",16432,"Class_4"
802234,"Nalkheda",16690,"Class_4"
802235,"Badagaon",7217,"Class_5"
802236,"Badod",13834,"Class_4"
802237,"Agar",37917,"Class_3"
802238,"Kanad",10458,"Class_4"
802239,"Shajapur",69263,"Class_2"
802240,"Maksi",20088,"Class_3"
802241,"Shujalpur",51225,"Class_2"
802242,"Akodia",11652,"Class_4"
802243,"Polaykalan",12268,"Class_4"
802244,"Tonk Khurd",7979,"Class_5"
802245,"Bhaurasa",12166,"Class_4"
802246,"Sonkatch",16545,"Class_4"
802247,"Pipalrawan",9652,"Class_5"
802248,"Dewas",289550,"Class_1"
802249,"Kannod",17744,"Class_4"
802250,"Loharda",9202,"Class_5"
802251,"Kantaphod",10405,"Class_4"
802252,"Satwas",14108,"Class_4"
802253,"Karnawad",11266,"Class_4"
802254,"Bagli",10310,"Class_4"
802255,"Hatpiplya",17419,"Class_4"
802256,"Khategaon",25413,"Class_3"
802257,"Badnawar",20917,"Class_3"
802258,"Rajgarh",20668,"Class_3"
802259,"Sardarpur",7293,"Class_5"
802260,"Dhar",93917,"Class_2"
802261,"Pithampur",126200,"Class_1"
802262,"Mandav",10657,"Class_4"
802263,"Kukshi",28331,"Class_3"
802264,"Dahi",8509,"Class_5"
802265,"Manawar",30393,"Class_3"
802266,"Dhamnod",32093,"Class_3"
802267,"Dharampuri",16363,"Class_4"
802268,"Runji-Gautampura",14584,"Class_4"
802269,"Depalpur",17474,"Class_4"
802270,"Betma",15999,"Class_4"
802271,"Hatod",10425,"Class_4"
802272,"Sawer",16150,"Class_4"
802273,"Indore",1994397,"Million_Plus"
802274,"Rau",36055,"Class_3"
802275,"Mhow Cantt",81702,"Class_2"
802276,"Mhowgaon",30012,"Class_3"
802277,"Manpur",7621,"Class_5"
802278,"Barwaha",26459,"Class_3"
802279,"Sanawad",38740,"Class_3"
802280,"Maheshwar",24411,"Class_3"
802281,"Mandleshwar",12343,"Class_4"
802282,"Kasrawad",22750,"Class_3"
802283,"Bhikangaon",16217,"Class_4"
802284,"Khargone",116150,"Class_1"
802285,"Barwani",55504,"Class_2"
802286,"Anjad",26289,"Class_3"
802287,"Rajpur",20947,"Class_3"
802288,"Palsud",10113,"Class_4"
802289,"Pansemal",12166,"Class_4"
802290,"Khetia",15744,"Class_4"
802291,"Sendhwa",56485,"Class_2"
802292,"Machalpur",9476,"Class_5"
802293,"Jirapur",21724,"Class_3"
802294,"Khilchipur",18928,"Class_4"
802295,"Chhapiheda",8501,"Class_5"
802296,"Rajgarh",29726,"Class_3"
802297,"Khujner",10785,"Class_4"
802298,"Suthaliya",10596,"Class_4"
802299,"Biaora",49093,"Class_3"
802300,"Sarangpur",37435,"Class_3"
802301,"Narsinghgarh",32329,"Class_3"
802302,"Boda",9886,"Class_5"
802303,"Pachore",27396,"Class_3"
802304,"Talen",10582,"Class_4"
802305,"Lateri",18844,"Class_4"
802306,"Sironj",52460,"Class_2"
802307,"Kurwai",15487,"Class_4"
802308,"Basoda",78289,"Class_2"
802309,"Shamshabad",11329,"Class_4"
802310,"Vidisha",155951,"Class_1"
802311,"Berasia",30951,"Class_3"
802312,"Bhopal",1798218,"Million_Plus"
802313,"Kolar",87882,"Class_2"
802314,"Sehore",109118,"Class_1"
802315,"Ashta",53184,"Class_2"
802316,"Kothri",10526,"Class_4"
802317,"Jawar",8206,"Class_5"
802318,"Ichhawar",15221,"Class_4"
802319,"Nasrullaganj",23788,"Class_3"
802320,"Budni",16808,"Class_4"
802321,"Rehti",11611,"Class_4"
802322,"Sanchi",8401,"Class_5"
802323,"Raisen",44162,"Class_3"
802324,"Gairatganj",18184,"Class_4"
802325,"Begamganj",34031,"Class_3"
802326,"Sultanpur",10268,"Class_4"
802327,"Mandideep",59654,"Class_2"
802328,"Obedullaganj",22845,"Class_3"
802329,"Baraily",34663,"Class_3"
802330,"Badi",19603,"Class_4"
802331,"Silwani",18623,"Class_4"
802332,"Udaipura",18236,"Class_4"
802333,"Bhainsdehi",11961,"Class_4"
802334,"Athner",11915,"Class_4"
802335,"Betul",103330,"Class_1"
802336,"Betul-Bazar",10630,"Class_4"
802337,"Chicholi",9282,"Class_5"
802338,"Sarni",86141,"Class_2"
802339,"Multai",29976,"Class_3"
802340,"Amla",30215,"Class_3"
802341,"Khirkiya",22737,"Class_3"
802342,"Harda",74268,"Class_2"
802343,"Timarni",22359,"Class_3"
802344,"Seoni-Malwa",30100,"Class_3"
802345,"Itarsi",99330,"Class_2"
802346,"Hoshangabad",117988,"Class_1"
802347,"Babai",16741,"Class_4"
802348,"Sohagpur",25040,"Class_3"
802349,"Pipariya",48826,"Class_3"
802350,"Pachmarhi Cantt",12062,"Class_4"
802351,"Murwara",221883,"Class_1"
802352,"Barhi",13946,"Class_4"
802353,"Kymore",19343,"Class_4"
802354,"Vijayraghavgarh",8371,"Class_5"
802355,"Sihora",44048,"Class_3"
802356,"Majholi",13210,"Class_4"
802357,"Katangi",19040,"Class_4"
802358,"Patan",14624,"Class_4"
802359,"Shahpura",13601,"Class_4"
802360,"Jabalpur Cantt",72261,"Class_2"
802361,"Jabalpur",1081677,"Million_Plus"
802362,"Bhedaghat",6657,"Class_5"
802363,"Barela",12620,"Class_4"
802364,"Panagar",27932,"Class_3"
802365,"Gotegaon",28074,"Class_3"
802366,"Gadarwara",47604,"Class_3"
802367,"Narsimhapur",59966,"Class_2"
802368,"Kareli",29929,"Class_3"
802369,"Tendukheda",13077,"Class_4"
802370,"Shahpura",10995,"Class_4"
802371,"Dindori",21323,"Class_3"
802372,"Niwas",8248,"Class_5"
802373,"Mandla",55133,"Class_2"
802374,"Bamhani",10266,"Class_4"
802375,"Bichhiya",10427,"Class_4"
802376,"Nainpur",24914,"Class_3"
802377,"Amarwara",14141,"Class_4"
802378,"Harrai",11000,"Class_4"
802379,"Chaurai Khas",12956,"Class_4"
802380,"Jamai",22583,"Class_3"
802381,"Damua",24663,"Class_3"
802382,"Neuton Chikhli Kalan",9840,"Class_5"
802383,"Dongar Parasia",42786,"Class_3"
802384,"Chandameta- Butaria",16497,"Class_4"
802385,"Badkuhi",9895,"Class_5"
802386,"Chhindwara",175052,"Class_1"
802387,"Sausar",27459,"Class_3"
802388,"Mohgaon",9909,"Class_5"
802389,"Lodhikheda",9950,"Class_5"
802390,"Piplanarayanwar",8595,"Class_5"
802391,"Pandhurna",45479,"Class_3"
802392,"Lakhnadon",17302,"Class_4"
802393,"Seoni",102343,"Class_1"
802394,"Barghat",12100,"Class_4"
802395,"Katangi",16146,"Class_4"
802396,"Waraseoni",27494,"Class_3"
802397,"Balaghat",84261,"Class_2"
802398,"Baihar",16650,"Class_4"
802399,"Malajkhand",34176,"Class_3"
802400,"Lanji",13558,"Class_4"
802401,"Guna",180935,"Class_1"
802402,"Raghogarh -Vijaypur",62163,"Class_2"
802403,"Kumbhraj",19707,"Class_4"
802404,"Aron",28010,"Class_3"
802405,"Chachaura-Binaganj",21860,"Class_3"
802406,"Isagarh",12583,"Class_4"
802407,"Chanderi",33081,"Class_3"
802408,"Ashoknagar",81828,"Class_2"
802409,"Mungaoli",26192,"Class_3"
802410,"Khand",10653,"Class_4"
802411,"Beohari",24545,"Class_3"
802412,"Jaisinghnagar",8233,"Class_5"
802413,"Shahdol",86681,"Class_2"
802414,"Burhar",19289,"Class_4"
802415,"Dhanpuri",45156,"Class_3"
802416,"Bijuri",32682,"Class_3"
802417,"Kotma",29704,"Class_3"
802418,"Pasan",28447,"Class_3"
802419,"Anuppur",19899,"Class_4"
802420,"Jaithari",8396,"Class_5"
802421,"Amarkantak",8416,"Class_5"
802422,"Rampur Naikin",11936,"Class_4"
802423,"Churhat",14962,"Class_4"
802424,"Sidhi",54331,"Class_2"
802425,"Majhauli",11892,"Class_4"
802426,"Singrauli",220257,"Class_1"
802427,"Thandla",15756,"Class_4"
802428,"Petlawad",15174,"Class_4"
802429,"Jhabua",35753,"Class_3"
802430,"Ranapur",12371,"Class_4"
802431,"Bhavra",10968,"Class_4"
802432,"Jobat",11976,"Class_4"
802433,"Alirajpur",28498,"Class_3"
802434,"Chhanera",22052,"Class_3"
802435,"Khandwa",200738,"Class_1"
802436,"Omkareshwar",10063,"Class_4"
802437,"Mundi",12889,"Class_4"
802438,"Pandhana",13694,"Class_4"
802439,"Burhanpur",210886,"Class_1"
802440,"Shahpur",19719,"Class_4"
802441,"Nepanagar",29682,"Class_3"
802442,"Rapar",28407,"Class_3"
802443,"Bhachau",39532,"Class_3"
802444,"Anjar",87183,"Class_2"
802445,"Bhuj",148834,"Class_1"
802446,"Mandvi",51376,"Class_2"
802447,"Gandhidham",247992,"Class_1"
802448,"Tharad",27954,"Class_3"
802449,"Dhanera",29578,"Class_3"
802450,"Palanpur",141592,"Class_1"
802451,"Deesa",111160,"Class_1"
802452,"Bhabhar",21894,"Class_3"
802453,"Thara",18060,"Class_4"
802454,"Radhanpur",39558,"Class_3"
802455,"Sidhpur",61867,"Class_2"
802456,"Patan",133737,"Class_1"
802457,"Harij",20253,"Class_3"
802458,"Chanasma",15932,"Class_4"
802459,"Kheralu",21843,"Class_3"
802460,"Unjha",57108,"Class_2"
802461,"Visnagar",76753,"Class_2"
802462,"Vadnagar",27790,"Class_3"
802463,"Vijapur",35118,"Class_3"
802464,"Mahesana",190753,"Class_1"
802465,"Kadi",81404,"Class_2"
802466,"Khedbrahma",25001,"Class_3"
802467,"Vadali",20646,"Class_3"
802468,"Idar",42306,"Class_3"
802469,"Himatnagar",81137,"Class_2"
802470,"Prantij",23596,"Class_3"
802471,"Talod",18298,"Class_4"
802472,"Modasa",67648,"Class_2"
802473,"Bayad",17886,"Class_4"
802474,"Chhatral INA",2660,"Class_6"
802475,"Kalol",134426,"Class_1"
802476,"Kalol INA",535,"Class_6"
802477,"Mansa",30347,"Class_3"
802478,"Pethapur",23497,"Class_3"
802479,"Gandhinagar",292797,"Class_1"
802480,"Dehgam",42632,"Class_3"
802481,"Viramgam",55821,"Class_2"
802482,"Sanand",95890,"Class_2"
802483,"Ahmadabad Cantonment",7588,"Class_5"
802484,"Ahmadabad",5633927,"Million_Plus"
802485,"Bareja",19690,"Class_4"
802486,"Dholka",80945,"Class_2"
802487,"Bavla",42458,"Class_3"
802488,"Barwala",17951,"Class_4"
802489,"Dhandhuka",32475,"Class_3"
802490,"Halvad",32024,"Class_3"
802491,"Dhrangadhra",75133,"Class_2"
802492,"Patdi",17725,"Class_4"
802493,"Surendranagar Dudhrej",177851,"Class_1"
802494,"Wadhwan",75755,"Class_2"
802495,"Thangadh",42351,"Class_3"
802496,"Chotila",21364,"Class_3"
802497,"Limbdi",42769,"Class_3"
802498,"Maliya",15964,"Class_4"
802499,"Morvi",210451,"Class_1"
802500,"Wankaner",43881,"Class_3"
802501,"Rajkot",1323363,"Million_Plus"
802502,"Lodhika",671,"Class_6"
802503,"Jasdan",48483,"Class_3"
802504,"Gondal",112197,"Class_1"
802505,"Bhayavadar",19404,"Class_4"
802506,"Upleta",58775,"Class_2"
802507,"Dhoraji",84545,"Class_2"
802508,"Jetpur Navagadh",118302,"Class_1"
802509,"Okha",62052,"Class_2"
802510,"Dwarka",38873,"Class_3"
802511,"Salaya",33246,"Class_3"
802512,"Khambhalia",41734,"Class_3"
802513,"Sikka",28814,"Class_3"
802514,"GSFC",467,"Class_6"
802515,"Reliance Complex",12796,"Class_4"
802516,"Jamnagar",600943,"Class_1"
802517,"Dhrol",25883,"Class_3"
802518,"Kalavad",28314,"Class_3"
802519,"Raval",19777,"Class_4"
802520,"Bhanvad",22142,"Class_3"
802521,"Jamjodhpur",25892,"Class_3"
802522,"Porbandar",152760,"Class_1"
802523,"Chhaya",47699,"Class_3"
802524,"Ranavav",46018,"Class_3"
802525,"Kutiyana",16581,"Class_4"
802526,"Bantwa",15291,"Class_4"
802527,"Manavadar",30850,"Class_3"
802528,"Vanthali",14554,"Class_4"
802529,"Junagadh",319462,"Class_1"
802530,"Visavadar",19515,"Class_4"
802531,"Keshod",76193,"Class_2"
802532,"Mangrol",69779,"Class_2"
802533,"Chorvad",22720,"Class_3"
802534,"Talala",21060,"Class_3"
802535,"Veraval",171121,"Class_1"
802536,"Sutrapada",26132,"Class_3"
802537,"Kodinar",41492,"Class_3"
802538,"Una",58528,"Class_2"
802539,"Babra",25270,"Class_3"
802540,"Lathi",21173,"Class_3"
802541,"Damnagar",16614,"Class_4"
802542,"Amreli",117967,"Class_1"
802543,"Bagasara",34521,"Class_3"
802544,"Chalala",16721,"Class_4"
802545,"Savarkundla",78354,"Class_2"
802546,"Jafrabad",27167,"Class_3"
802547,"Rajula",38489,"Class_3"
802548,"Botad",130327,"Class_1"
802549,"Vallabhipur",15852,"Class_4"
802550,"Gadhada",29872,"Class_3"
802551,"Bhavnagar",605882,"Class_1"
802552,"Sihor",54547,"Class_2"
802553,"Gariadhar",33949,"Class_3"
802554,"Palitana",64497,"Class_2"
802555,"Talaja",27822,"Class_3"
802556,"Alang-Sosiya",18480,"Class_4"
802557,"Mahuva",98519,"Class_2"
802558,"Sojitra",16713,"Class_4"
802559,"Umreth",33762,"Class_3"
802560,"Boriavi",19865,"Class_4"
802561,"Ode",23250,"Class_3"
802562,"Anand",209410,"Class_1"
802563,"Vallabh Vidyanagar",23783,"Class_3"
802564,"Karamsad",35285,"Class_3"
802565,"Vithal Udyognagar",5035,"Class_5"
802566,"Petlad",55330,"Class_2"
802567,"Khambhat",99164,"Class_2"
802568,"Borsad",63377,"Class_2"
802569,"Vasna Borsad",166,"Class_6"
802570,"Anklav",21003,"Class_3"
802571,"Kapadvanj",49308,"Class_3"
802572,"Balasinor",39330,"Class_3"
802573,"Kathlal",22071,"Class_3"
802574,"Mehmedabad",35368,"Class_3"
802575,"Kheda",25575,"Class_3"
802576,"Nadiad",225071,"Class_1"
802577,"Chaklasi",39581,"Class_3"
802578,"Kanjari",17881,"Class_4"
802579,"Mahudha",17722,"Class_4"
802580,"Thasra",15806,"Class_4"
802581,"Dakor",25658,"Class_3"
802582,"Santrampur",19465,"Class_4"
802583,"Lunawada",36954,"Class_3"
802584,"Shehera",19175,"Class_4"
802585,"Godhra",143644,"Class_1"
802586,"Kalol",32084,"Class_3"
802587,"Kalol",448,"Class_6"
802588,"Halol",64265,"Class_2"
802589,"Jhalod",28720,"Class_3"
802590,"Dohad",118846,"Class_1"
802591,"Devgadbaria",21030,"Class_3"
802592,"Savli",18467,"Class_4"
802593,"Nandesari",3679,"Class_6"
802594,"Petro-Chemical Complex",1951,"Class_6"
802595,"GSFC Complex",2242,"Class_6"
802596,"Vadodara",1752371,"Million_Plus"
802597,"Por-Ramangamdi",311,"Class_6"
802598,"Vaghodia",248,"Class_6"
802599,"Chhota Udaipur",25787,"Class_3"
802600,"Dabhoi",51240,"Class_2"
802601,"Padra",46660,"Class_3"
802602,"Karjan",30405,"Class_3"
802603,"Rajpipla",34845,"Class_3"
802604,"Jambusar",43344,"Class_3"
802605,"Amod",15237,"Class_4"
802606,"Bharuch",3332,"Class_6"
802607,"Bharuch",169007,"Class_1"
802608,"Anklesvar",89457,"Class_2"
802609,"Anklesvar",24789,"Class_3"
802610,"Panoli",836,"Class_6"
802611,"Valia - Jhagadia",1084,"Class_6"
802612,"Valia",5,"Class_6"
802613,"Saputara",2968,"Class_6"
802614,"Navsari",171109,"Class_1"
802615,"Vijalpor",81245,"Class_2"
802616,"Gandevi",16827,"Class_4"
802617,"Bilimora",53187,"Class_2"
802618,"Valsad",139764,"Class_1"
802619,"Valsad",1162,"Class_6"
802620,"Dharampur",24178,"Class_3"
802621,"Pardi",28495,"Class_3"
802622,"Vapi",163630,"Class_1"
802623,"Vapi",34162,"Class_3"
802624,"Sarigam",925,"Class_6"
802625,"Umbergaon",27859,"Class_3"
802626,"Umbergaon",6976,"Class_5"
